recommendationid,author,language,review,timestamp_created,timestamp_updated,voted_up,votes_up,votes_funny,weighted_vote_score,comment_count,steam_purchase,received_for_free,written_during_early_access,hidden_in_steam_china,steam_china_location
152612839,"{'steamid': '76561198119693697', 'num_games_owned': 0, 'num_reviews': 12, 'playtime_forever': 18244, 'playtime_last_two_weeks': 0, 'playtime_at_review': 6575, 'last_played': 1709266449}",english,"➤ No microtransactions
➤ No DRM
➤ TONS of content (100+ hours without lazy and repetitive content)
➤ TONS of choices, consequences and different ways to play
➤ Amazing writing
➤ Amazing attention to details
➤ Amazing voice acting
➤ Best written companions, in-depth characters
➤ Beautiful graphics, great animations and facial animations
➤ Good NPCs design
➤ Single-Player! (optional co-op)
➤ Devs listening to feedback and releasing quick updates
➤ No CLOWNS in community!

Game of the Year!
PLEASE Larian never change!

BIG full game + Made with LOOOVE!
Learn Blizzard, Bethesda, EA, WB, Ubisoft",1701385567,1701385567,True,8298,86,0.972276628017425537,0,True,False,False,True,
144516812,"{'steamid': '76561198165401841', 'num_games_owned': 64, 'num_reviews': 2, 'playtime_forever': 18044, 'playtime_last_two_weeks': 0, 'playtime_at_review': 7399, 'last_played': 1716928839}",english,This is WAYYYYYY cheaper than a heroin addiction. 10/10,1692393777,1692393777,True,4961,2158,0.972181856632232666,27,True,False,False,True,
143694800,"{'steamid': '76561198211650909', 'num_games_owned': 859, 'num_reviews': 39, 'playtime_forever': 6106, 'playtime_last_two_weeks': 0, 'playtime_at_review': 2195, 'last_played': 1705293884}",english,"Within the last 2 hours of game time I've managed to:
Seduce an Ogre
Start a civil war
Receive brain surgery from a poet
Eat several dozen brain worms
Kiss a lizard
Now if you'll excuse me I need to get back to the game.",1691553199,1691554631,True,5270,1948,0.971215248107910156,22,True,False,False,True,
144134381,"{'steamid': '76561197971365246', 'num_games_owned': 0, 'num_reviews': 7, 'playtime_forever': 53169, 'playtime_last_two_weeks': 0, 'playtime_at_review': 4655, 'last_played': 1713909715}",english,The experience playing this game is like eating a medium-rare steak after years of eating out of dumpsters.,1691970987,1691970987,True,3935,656,0.971202611923217773,31,True,False,False,True,
143353580,"{'steamid': '76561198094167454', 'num_games_owned': 202, 'num_reviews': 28, 'playtime_forever': 6227, 'playtime_last_two_weeks': 0, 'playtime_at_review': 60, 'last_played': 1701661957}",english,"60 dollars for a microtransaction free, battle pass free, subscription free, non-live service game in the year of our lord 2023. . . Wild.

",1691102377,1691118267,True,12566,694,0.970509886741638184,255,True,False,False,True,
143305184,"{'steamid': '76561198028569624', 'num_games_owned': 0, 'num_reviews': 12, 'playtime_forever': 13444, 'playtime_last_two_weeks': 0, 'playtime_at_review': 2757, 'last_played': 1692397199}",english,"Play your way - don't use a guide, feel the world react to your choices. Hit people with a salami.",1691044894,1691044894,True,5856,1338,0.970301330089569092,80,True,False,True,True,
145803480,"{'steamid': '76561197962520101', 'num_games_owned': 1156, 'num_reviews': 80, 'playtime_forever': 34079, 'playtime_last_two_weeks': 0, 'playtime_at_review': 13487, 'last_played': 1717776874}",english,"This game is amazing, deserved game of the year 110%.
And the actor of Astarion deserved his award aswell but i would want to give award to everyone behind this masterpiece of a game. A game that def is worth the money a true AAAA++++ title.",1694023388,1702651214,True,1727,22,0.969579756259918213,0,True,False,False,True,
146494638,"{'steamid': '76561199085648014', 'num_games_owned': 146, 'num_reviews': 7, 'playtime_forever': 7844, 'playtime_last_two_weeks': 0, 'playtime_at_review': 4392, 'last_played': 1700597165}",english,"Cheaper than heroin, with the same crippling effects",1694979566,1694979566,True,3016,1423,0.968815326690673828,20,True,False,False,True,
142071203,"{'steamid': '76561198174741983', 'num_games_owned': 0, 'num_reviews': 7, 'playtime_forever': 46825, 'playtime_last_two_weeks': 0, 'playtime_at_review': 6801, 'last_played': 1696124161}",english,I have ALS it is very easy to play with one hand,1689352825,1689352825,True,6055,340,0.968453049659729004,0,True,False,True,True,
156834857,"{'steamid': '76561198044738334', 'num_games_owned': 0, 'num_reviews': 3, 'playtime_forever': 26136, 'playtime_last_two_weeks': 2073, 'playtime_at_review': 1462, 'last_played': 1720395539}",english,Its DnD for people with no friends!,1706238851,1706238851,True,2374,824,0.967657089233398438,0,True,False,False,True,
146736591,"{'steamid': '76561197967650686', 'num_games_owned': 629, 'num_reviews': 4, 'playtime_forever': 9274, 'playtime_last_two_weeks': 0, 'playtime_at_review': 3613, 'last_played': 1704650678}",english,you can pet the dog,1695329074,1695329074,True,3720,306,0.964328646659851074,0,True,False,False,True,
143372268,"{'steamid': '76561198086691982', 'num_games_owned': 0, 'num_reviews': 64, 'playtime_forever': 15270, 'playtime_last_two_weeks': 0, 'playtime_at_review': 1484, 'last_played': 1710550054}",english,"This is a game that gamers want, no monetization bs, full experience for 1 price and a high level of collaboration between devs and players. This is the new standard that all other devs/publishers should meet",1691131890,1691131890,True,4796,30,0.964182198047637939,11,True,False,False,True,
162441813,"{'steamid': '76561198827999788', 'num_games_owned': 139, 'num_reviews': 6, 'playtime_forever': 6195, 'playtime_last_two_weeks': 0, 'playtime_at_review': 3432, 'last_played': 1714459495}",english,i stopped using cocaine thats how deeply involved i am in this game,1712524500,1712524500,True,1882,898,0.964157700538635254,0,True,False,False,True,
142502377,"{'steamid': '76561197991244546', 'num_games_owned': 0, 'num_reviews': 6, 'playtime_forever': 12599, 'playtime_last_two_weeks': 0, 'playtime_at_review': 197, 'last_played': 1717447277}",english,"I had no intention of playing Baldur's Gate 3; I barely played 1 and missed 2.  And I just don't have 200 hours to sink into an 80 GB RPG at my age.  I enjoyed Divinity: Original Sin and couch co-op'd with my wife in D:OS 2, but we have a mortgage and a dog and no time.

Then I read the Tweet.  You know the one: the prominent game developer who said that we cannot allow Larian to define our expectations of RPGs.  Oh, really?  I immediately bought the game and spent hours downloading it out of pure, unadulterated spite.

I am 3 hours in.  Three.  I am blown away.  I spent the first hour creating my character.  I pulled out my Dungeons & Dragons 5th Edition Player's Handbook and marveled at what BG3 had enabled me to do - this is the full blown 5E character creation.  The maniacs at Larian  took Divinity: Original Sin and made it into D&D 5E, full stop.  Amazing.

And then I played for a couple of hours.

I haven't fallen in love with a game like this since Dragon Age: Origins and there is so much more depth to BG3 in the short time I've played.  Case in point: I found a lockpick, broke into a crypt, looted a burial site and was promptly incinerated by a flame trap over a greased floor.  Thank you, Larian, for reminding me of the F5 key.

The graphics are amazing.  The voice work is the best.  The cut scenes are riveting and that's usually when I go make another whisky!  The sound design is unbelievable.  Why am I noticing sound design?  I don't care about sound design!

I've misclicked so many times.  There's so much to click!  I've died in so many ways.  There are so many ways to die!  There are so many bugs, but I don't even care because in a game as complex and deep as this, you're going to experience lots and lots of FUN. 

Larian, you've done it.  You've made a game so incredible that other developers are banding together to warn us not to play your magnum opus or we won't enjoy the next Stranger Things Click Quest game or whatever garbage they're shoveling out.  

I cannot wait to spend days in Baldur's Gate 3.


* Edit 8/1/2023 after ~60 hours *

Since this review got some attention, let me give you an update after about 60 hours of Early Access.  My initial review is, obviously, hyperbolic, but that was my real-time reaction to finding a truly great game in a genre and style that I thought had been abandoned by game producers who are more interested in games as service, micro-transactions and shooters.

The best review of BG3 I could give is that this is the game I've been hoping for since Dragon Age: Origins.  I play games for systems, not so much story, and I really like both the systems and the story of this game.  If I really like a game, I look forward to starting over and trying something new (I play XCOM 2 and Dwarf Fortress a little bit.)  This game also scratches that itch, which seems strange to say about a story-driven RPG, but it really is a game that encourages you to experiment.

As it stands, on the verge of release, this game is a 10/10 for me and in my pantheon of favorites.

(I don't work for Larian or have anything to do with them other than playing D:OS.)",1689907282,1690949502,True,8054,424,0.96302419900894165,187,True,False,True,True,
166185947,"{'steamid': '76561198043918848', 'num_games_owned': 0, 'num_reviews': 23, 'playtime_forever': 13823, 'playtime_last_two_weeks': 0, 'playtime_at_review': 13823, 'last_played': 1711940227}",english,Try to go into the game as blind as you can.,1716847163,1716847163,True,1069,22,0.960834860801696777,0,True,False,False,True,
144315696,"{'steamid': '76561198417319110', 'num_games_owned': 0, 'num_reviews': 16, 'playtime_forever': 33449, 'playtime_last_two_weeks': 93, 'playtime_at_review': 7879, 'last_played': 1720624072}",english,"Support Larian. 
Buy this game if you haven't. Buy it right now and buy the deluxe version. 
Also buy it for your PS5.
Ignore stupid companies and devs saying oh, this shouldn't be a new standard for RPG going forward.

BG3 is the kind of game we, players have been waiting for so long.
NO MICRO-TRANSACTION, no half-cooked trash, FUN AND ENJOYABLE GAME. 
We consumers decide what the new standard is. 
If your game is good, we buy and we play. Don't tell us what to think and what to play.

SUPPORT LARIAN.",1692168494,1692168494,True,5139,44,0.959686040878295898,0,True,False,False,True,
158040358,"{'steamid': '76561198799454515', 'num_games_owned': 0, 'num_reviews': 2, 'playtime_forever': 9484, 'playtime_last_two_weeks': 0, 'playtime_at_review': 9423, 'last_played': 1708739442}",english,This game ruined my life,1707612231,1707612231,True,2161,827,0.958067536354064941,0,True,False,False,True,
143572319,"{'steamid': '76561197970825875', 'num_games_owned': 239, 'num_reviews': 8, 'playtime_forever': 5428, 'playtime_last_two_weeks': 0, 'playtime_at_review': 2012, 'last_played': 1711058239}",english,"This is how you show up devs like Ubisoft with no imagination.
This is how you show up devs like EA who love their loot boxes
This is how you show up devs like Blizzard with season passes and real money shops
This is how you show up every dev demanding online connections for single player games

This is how you create a game  that ticks the type of boxes fans want ticked
This is giving you a complete game for your money
This is giving you a quality experience
This is delivering what was promised
This is Larian.

Thank you for Baldurs Gate 3
End of turn, waiting for other devs to roll a 20
",1691390694,1691390694,True,6237,140,0.958068370819091797,0,True,False,False,True,
142760487,"{'steamid': '76561198104725660', 'num_games_owned': 124, 'num_reviews': 17, 'playtime_forever': 14267, 'playtime_last_two_weeks': 0, 'playtime_at_review': 523, 'last_played': 1714510787}",english,"Baldur's Gate 3 is an excellent game. I haven't enjoyed a game this much since I was a kid playing Dragon Age for the first time. Everything is so well-thought-out, down to the smallest detail. You can play alone or with friends, and you can choose to be a force for good or chaos. Just be prepared to read a lot of text and enjoy the ride.

Here are some of the things I love about Baldur's Gate 3:

The story is engaging and full of twists and turns.The characters are well-developed and relatable.The combat is challenging and rewarding.The world is vast and full of secrets to discover.

If you're a fan of role-playing games, then Baldur's Gate 3 is a must-play. It's an epic adventure that will keep you hooked for hours on end.

5/5 parasites

RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!RUSSIA IS A TERRORIST STATE!",1690287347,1705399863,True,1486,6,0.957652032375335693,123,True,False,True,True,
143321585,"{'steamid': '76561197989152294', 'num_games_owned': 3063, 'num_reviews': 28, 'playtime_forever': 7138, 'playtime_last_two_weeks': 0, 'playtime_at_review': 485, 'last_played': 1714757025}",english,"In a world of companies like EA, Activision Blizzard or Ubisoft, an independent studio like Larian is a breath of fresh air.

The Divinity: Original Sin saga was already impressive, but Baldur's Gate III takes it to another level. Even in the Early Access stage, you can feel the passion that was poured into the game.

Please, never change Larian.

P.S: It's impossible to get a refund, because the character creation alone will take at least a couple of hours.

edit:
My Game of the Year Award.",1691069467,1700600319,True,3022,290,0.955865919589996338,0,True,False,True,True,
142427776,"{'steamid': '76561198840069225', 'num_games_owned': 0, 'num_reviews': 35, 'playtime_forever': 5115, 'playtime_last_two_weeks': 0, 'playtime_at_review': 1263, 'last_played': 1693185888}",english,You know this game is a 10/10 when other AAA devs dogpile on it for being too good and making them all look bad.,1689799225,1689799225,True,2218,165,0.955294668674468994,0,True,False,True,True,
163702497,"{'steamid': '76561198036939617', 'num_games_owned': 0, 'num_reviews': 9, 'playtime_forever': 15472, 'playtime_last_two_weeks': 0, 'playtime_at_review': 14190, 'last_played': 1715241344}",english,"After finishing the game i just deinstalled every other game on my PC because i couldnt bare the thought of having trash like League of Legends installed on the same machine as this masterpiece.
",1714228777,1714228777,True,2767,995,0.955201447010040283,29,True,False,False,True,
153717941,"{'steamid': '76561199120287573', 'num_games_owned': 0, 'num_reviews': 2, 'playtime_forever': 16258, 'playtime_last_two_weeks': 977, 'playtime_at_review': 954, 'last_played': 1720622425}",english,"Im not a gamer, but i like this game, i can play on easy mode and just relax and have fun :)",1702737490,1702737490,True,1970,45,0.953718066215515137,0,True,False,False,True,
